,Year,School,W-L%,SRS,SOS,Tm.,Opp.,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA
3906,2020,Florida Gulf Coast,.909,17.53,-0.54,2593,1772,70.8,111.0,.230,.534,.541,50.9,56.4,15.5,5.1,.517,12.2,25.0,.167
3907,2020,Florida International,.207,-14.76,-2.79,1524,1871,69.9,74.2,.273,.332,.434,46.8,50.2,8.2,7.2,.408,22.1,20.7,.165
3908,2020,Florida State,.750,23.38,10.98,2321,1924,70.2,102.9,.284,.315,.530,55.6,49.8,8.6,10.4,.502,16.0,35.6,.199
3909,2020,Fordham,.656,7.31,1.78,1934,1757,65.7,92.0,.181,.409,.481,49.8,54.6,9.8,4.5,.450,14.8,26.5,.144
3910,2020,Fresno State,.781,5.83,-0.38,2435,2046,71.2,105.7,.236,.335,.517,52.3,54.8,12.8,6.5,.485,13.6,31.3,.179
3911,2020,Furman,.613,-5.18,-5.72,2035,1782,65.3,100.0,.371,.344,.520,55.5,60.4,8.5,5.7,.481,21.0,38.5,.261
3912,2020,Gardner-Webb,.621,-6.98,-10.02,1895,1807,75.7,86.4,.301,.369,.462,48.0,55.0,13.8,8.8,.416,17.9,28.6,.223
3913,2020,George Mason,.300,-4.80,-0.33,1817,1951,70.0,86.6,.317,.337,.446,49.3,59.7,10.1,6.4,.408,17.6,33.1,.211
3914,2020,George Washington,.467,-1.01,2.53,1683,1789,65.8,85.3,.250,.307,.474,48.7,56.7,9.2,7.0,.450,19.6,26.4,.161
3915,2020,Georgetown,.167,-1.79,6.34,1708,1952,69.6,81.8,.213,.316,.431,49.4,55.3,8.5,11.3,.398,16.9,28.1,.153
3916,2020,Georgia,.548,13.03,12.81,1960,1953,72.8,86.5,.260,.244,.477,51.9,56.1,10.1,9.1,.442,19.8,30.8,.189
3917,2020,Georgia Southern,.333,-9.88,-7.15,1989,2071,75.7,87.2,.274,.329,.469,52.1,47.3,10.2,5.6,.432,20.3,34.4,.196
3920,2020,Georgia State,.276,-15.74,-5.15,1635,1942,71.0,78.7,.266,.302,.431,46.0,43.5,10.4,8.7,.397,19.5,27.2,.177
3921,2020,Georgia Tech,.645,19.40,10.02,1917,1626,66.5,91.9,.257,.276,.469,54.3,53.4,10.6,8.4,.441,16.3,34.6,.172
3922,2020,Gonzaga,.903,20.69,4.50,2112,1521,65.8,103.1,.273,.276,.531,57.6,62.5,13.9,10.6,.501,17.7,37.2,.199
3923,2020,Grambling,.172,-22.23,-7.05,1779,2098,74.4,82.4,.329,.293,.472,45.2,51.6,10.7,6.9,.428,23.7,28.1,.234
3924,2020,Grand Canyon,.556,-10.52,-7.32,1629,1560,65.9,90.8,.294,.271,.492,51.1,61.9,9.6,10.3,.466,19.4,27.1,.191
3925,2020,Green Bay,.594,5.54,-1.02,2132,1922,66.6,98.1,.251,.348,.507,52.3,62.8,10.1,10.8,.476,14.5,28.3,.183
3926,2020,Hampton,.621,-7.60,-9.26,1867,1819,72.4,88.9,.326,.285,.475,46.3,54.3,14.9,6.5,.433,17.5,28.3,.231
3927,2020,Hartford,.034,-21.15,-6.32,1527,1957,71.6,73.6,.291,.295,.414,47.9,51.6,7.9,6.7,.377,22.6,30.9,.189
3928,2020,Harvard,.556,0.86,-0.03,1591,1567,68.9,85.2,.231,.448,.462,54.8,64.0,10.4,9.3,.440,21.2,36.0,.144
3929,2020,Hawaii,.533,0.22,-0.71,1884,1771,67.4,93.2,.277,.444,.503,48.5,53.7,7.9,3.9,.467,16.4,20.6,.204
3930,2020,High Point,.552,-8.10,-10.14,1996,1937,73.9,92.7,.276,.527,.507,45.5,61.8,7.9,7.8,.481,16.3,19.7,.184
3931,2020,Hofstra,.100,-19.19,-3.56,1569,2038,68.4,76.1,.260,.222,.438,48.7,54.4,8.8,4.5,.411,24.6,33.1,.163
3932,2020,Holy Cross,.633,-0.71,-4.41,1947,1836,69.1,93.1,.280,.329,.497,53.2,60.1,9.0,6.4,.468,18.0,30.9,.191
3933,2020,Houston,.387,-1.01,5.28,1913,2108,74.0,82.7,.273,.310,.447,48.0,52.8,11.4,9.3,.423,20.5,34.0,.163
3934,2020,Houston Christian,.276,-18.32,-7.74,1747,1755,70.2,85.4,.310,.224,.441,51.1,43.8,12.8,10.8,.407,20.7,31.7,.199
3935,2020,Howard,.516,-10.72,-10.49,2105,2112,80.5,84.0,.376,.288,.465,51.5,51.1,11.1,12.1,.422,22.3,37.2,.252
3936,2020,Idaho,.710,5.15,-2.54,2035,1790,67.6,94.8,.254,.413,.476,52.4,55.1,8.0,8.7,.447,13.6,28.3,.173
3937,2020,Idaho State,.581,1.73,-2.62,2090,1788,68.6,97.5,.211,.303,.512,52.5,56.6,12.1,9.1,.491,18.0,30.1,.145
3938,2020,Illinois,.367,0.62,9.69,1861,2133,72.8,84.9,.263,.336,.453,44.4,54.5,11.9,6.8,.425,17.0,25.1,.169
3939,2020,Illinois State,.655,7.75,2.50,2036,1802,69.9,98.3,.327,.310,.528,54.0,50.6,10.3,4.4,.491,18.6,29.0,.238
3942,2020,Illinois-Chicago,.100,-27.16,-2.90,1490,2218,75.6,65.4,.297,.221,.398,42.4,52.3,9.7,9.2,.365,25.3,22.3,.178
3943,2020,Incarnate Word,.483,-15.39,-9.39,1696,1448,61.6,93.6,.324,.338,.461,53.6,53.7,13.3,9.1,.421,19.4,31.3,.221
3944,2020,Indiana,.750,27.96,14.78,2322,1900,71.6,99.7,.331,.267,.537,52.6,52.8,8.6,8.3,.502,16.3,26.6,.239
3945,2020,Indiana State,.167,-7.83,2.94,1793,2116,72.4,82.6,.335,.276,.453,48.0,47.2,11.8,8.2,.421,20.0,29.4,.208
3946,2020,Iona,.300,-15.97,-6.07,1584,1881,69.4,76.1,.195,.444,.452,45.3,59.4,10.9,2.8,.428,24.1,25.3,.132
3947,2020,Iowa,.767,22.84,13.84,2384,2114,74.3,105.2,.337,.364,.585,49.2,70.2,10.2,8.6,.553,18.2,26.6,.250
3948,2020,Iowa State,.621,19.12,11.91,2100,1891,75.0,96.6,.336,.420,.536,53.0,57.8,8.4,9.4,.493,19.6,27.9,.256
3949,2020,IUPUI,.742,10.59,-3.15,2221,1706,68.3,104.9,.275,.351,.545,56.8,59.9,11.4,3.6,.517,17.2,34.1,.198
3950,2020,Jackson State,.655,-4.23,-9.30,1974,1827,77.4,87.6,.416,.216,.465,54.7,53.2,11.9,11.7,.433,20.8,40.8,.248
3951,2020,Jacksonville,.600,0.52,-2.94,2125,1820,72.3,96.4,.298,.266,.480,54.7,45.6,14.6,11.1,.454,18.2,38.1,.189
3952,2020,Jacksonville State,.467,-7.25,-5.50,1817,1704,69.2,87.6,.283,.396,.446,50.0,49.7,9.3,8.3,.411,16.1,26.9,.189
3953,2020,James Madison,.862,15.59,-0.52,2060,1593,70.5,100.7,.296,.388,.514,56.2,44.8,11.2,15.0,.480,16.9,38.4,.214
3954,2020,Kansas,.517,8.51,9.33,2010,2034,77.4,88.8,.300,.325,.487,47.5,51.0,10.8,6.9,.463,18.7,25.4,.187
3955,2020,Kansas City,.677,-4.22,-7.08,2063,1828,68.8,96.0,.231,.370,.486,52.6,55.5,11.5,11.4,.456,16.9,33.1,.165
3956,2020,Kansas State,.552,15.94,11.80,1996,1876,76.3,89.8,.290,.293,.478,53.6,60.8,9.1,12.9,.444,18.1,31.2,.199
3957,2020,Kennesaw State,.448,-3.50,-1.72,2012,1878,70.7,97.7,.296,.238,.514,52.0,46.9,9.7,8.5,.470,19.2,31.9,.231
3958,2020,Kent State,.633,2.94,1.81,2111,1986,72.3,96.1,.338,.331,.492,50.1,46.4,9.9,10.1,.450,15.2,29.6,.244
3959,2020,Kentucky,.733,22.99,10.72,2175,1807,71.5,101.4,.293,.375,.515,47.9,54.0,12.4,9.0,.481,14.1,30.5,.212
3960,2020,La Salle,.433,-4.98,-1.05,1843,1961,73.6,82.8,.293,.420,.459,48.0,61.7,9.1,11.0,.420,20.5,29.4,.205
3961,2020,Lafayette,.517,-4.79,-4.14,1637,1656,67.2,82.6,.254,.305,.450,52.1,54.9,10.4,12.7,.419,18.9,29.7,.170
3964,2020,Lamar,.345,-13.34,-5.70,1735,1642,68.9,86.4,.280,.300,.433,48.6,48.2,14.2,9.4,.400,18.9,29.5,.181
3965,2020,Lehigh,.633,0.62,-3.41,1983,1778,71.8,91.7,.250,.313,.473,52.3,53.2,10.6,7.5,.445,16.2,28.8,.169
3966,2020,Liberty,.645,3.61,-1.23,2139,1989,70.6,96.6,.302,.299,.511,55.1,51.9,9.6,6.0,.482,19.0,36.8,.204
3967,2020,Lipscomb,.233,-11.39,-0.22,1888,2126,70.7,88.6,.315,.455,.507,45.1,48.3,6.7,5.9,.460,19.7,17.3,.246
3968,2020,Little Rock,.387,-7.38,-1.31,1717,1905,67.3,82.3,.301,.196,.450,46.7,57.0,10.0,4.2,.412,18.4,26.4,.205
3969,2020,Long Beach State,.433,-6.81,-1.09,1827,1809,69.4,86.7,.258,.328,.444,46.2,50.0,16.3,7.4,.414,17.1,28.7,.169
3970,2020,Long Island University,.267,-19.10,-12.13,1810,2019,73.6,81.0,.215,.276,.428,50.8,58.4,13.2,8.5,.398,20.1,35.6,.146
3971,2020,Longwood,.400,-12.11,-10.55,2038,2085,74.8,90.5,.265,.291,.494,48.1,55.7,11.9,14.3,.457,19.0,30.1,.198
3972,2020,Louisiana,.613,-4.24,-6.31,2022,1778,68.1,95.7,.358,.254,.488,49.8,44.1,12.4,5.9,.440,16.7,28.3,.262
3973,2020,Louisiana State,.667,15.62,11.12,1943,1808,69.2,93.5,.363,.171,.482,54.4,52.7,11.7,10.1,.455,17.3,36.5,.220
3974,2020,Louisiana Tech,.500,-2.72,-3.40,2010,1773,67.9,97.9,.339,.336,.495,51.0,51.8,12.5,7.1,.453,18.2,31.5,.244
3975,2020,Louisiana-Monroe,.103,-20.13,-7.80,1600,1895,69.4,79.5,.326,.296,.445,47.6,48.6,9.0,7.1,.411,21.6,27.0,.208
3976,2020,Louisville,.875,28.36,12.02,2329,1806,69.9,103.3,.227,.284,.533,54.7,56.7,10.5,13.9,.506,16.6,36.0,.170
3977,2020,Loyola (IL),.517,2.81,0.70,1941,1880,70.6,92.5,.272,.303,.493,53.9,54.5,8.1,5.9,.462,17.5,30.1,.189
3978,2020,Loyola (MD),.267,-8.75,-2.28,1763,1957,72.2,81.1,.251,.310,.450,47.2,57.4,13.4,5.4,.417,19.5,25.0,.172
3979,2020,Loyola Marymount,.219,-4.74,3.54,2019,2065,70.0,89.7,.346,.292,.468,51.6,54.3,11.3,10.0,.439,19.3,31.3,.212
3980,2020,Maine,.563,-7.10,-6.04,1995,1924,65.7,93.8,.193,.416,.502,45.4,60.5,10.9,3.4,.475,16.4,23.0,.147
3981,2020,Manhattan,.517,-6.47,-7.89,1775,1734,69.7,87.1,.194,.324,.454,50.0,58.3,13.0,10.0,.430,17.2,30.0,.134
3982,2020,Marist,.867,5.22,-8.18,2199,1797,69.1,105.7,.246,.367,.569,52.6,72.0,9.6,6.1,.549,16.7,28.7,.172
3983,2020,Marquette,.750,15.49,7.43,2209,1951,70.6,97.4,.273,.252,.524,58.7,68.4,9.4,10.6,.497,20.2,39.2,.190
3986,2020,Marshall,.433,-5.60,-1.53,1886,1826,67.7,91.7,.312,.442,.478,49.2,57.3,12.0,11.2,.442,17.2,27.3,.212
3987,2020,Maryland,.875,39.32,13.54,2648,1823,76.6,108.1,.265,.265,.542,57.0,57.7,16.5,11.0,.517,16.2,39.9,.187
3988,2020,Maryland-Baltimore County,.357,-14.57,-9.76,1631,1669,68.0,85.3,.295,.189,.468,51.3,45.0,9.1,4.7,.429,21.0,29.6,.209
3989,2020,Maryland-Eastern Shore,.323,-18.43,-8.12,1751,1910,69.8,81.0,.254,.345,.432,47.7,53.9,10.7,6.2,.410,19.9,28.4,.148
3990,2020,Massachusetts,.645,2.65,-3.45,2045,1776,68.6,96.2,.266,.326,.483,51.9,57.6,12.3,11.9,.453,14.7,31.3,.182
3991,2020,Massachusetts-Lowell,.516,-13.57,-8.35,1800,1962,71.3,81.1,.287,.287,.442,49.1,52.7,11.5,5.3,.407,21.1,33.4,.190
3992,2020,McNeese State,.172,-23.61,-9.04,1153,,,,.270,.324,.491,,63.5,,,.457,15.0,,.193
3993,2020,Memphis,.452,1.35,3.05,2026,2079,73.7,88.7,.335,.273,.488,51.0,56.0,10.7,8.8,.457,21.0,34.1,.218
3994,2020,Mercer,.258,-13.37,-5.03,1831,2007,71.5,81.6,.221,.171,.423,46.1,58.8,11.5,12.8,.396,15.6,25.7,.143
3995,2020,Merrimack,.690,-5.13,-11.72,1933,1592,70.8,93.7,.256,.423,.497,50.0,60.7,11.0,12.8,.467,17.8,25.5,.182
3996,2020,Miami (FL),.500,10.27,11.64,1926,1967,73.1,87.5,.312,.369,.474,50.9,56.4,11.9,9.4,.443,19.6,31.9,.204
3997,2020,Miami (OH),.355,-3.63,0.80,2238,2288,76.5,94.0,.252,.353,.482,48.7,53.2,12.0,9.1,.451,16.5,29.9,.179
3998,2020,Michigan,.656,20.74,13.30,2266,2028,71.5,98.7,.335,.251,.520,56.4,55.4,9.7,9.0,.489,18.6,37.9,.228
3999,2020,Michigan State,.533,14.89,12.19,2072,1991,74.2,92.7,.278,.357,.480,51.9,59.4,12.0,8.2,.451,17.1,34.4,.185
4000,2020,Middle Tennessee,.700,9.32,2.88,2130,1933,73.8,95.4,.326,.402,.498,50.7,49.6,11.4,6.5,.473,17.0,31.6,.204
4001,2020,Milwaukee,.484,-7.45,-2.75,1890,1947,69.1,87.9,.268,.386,.493,51.6,58.8,9.7,4.3,.456,21.0,26.1,.200
4002,2020,Minnesota,.516,14.07,11.94,2188,2122,74.0,94.6,.279,.335,.495,48.5,51.2,10.9,7.6,.456,15.9,26.8,.210
4003,2020,Mississippi,.233,-5.97,6.40,1699,2070,71.4,79.0,.245,.319,.453,43.6,58.4,10.2,6.0,.428,21.0,24.3,.155
4004,2020,Mississippi State,.818,29.70,11.09,2613,1999,75.0,105.2,.299,.189,.533,53.4,47.4,12.2,12.0,.506,14.8,35.3,.206
4005,2020,Mississippi Valley State,.069,-30.38,-10.76,1730,2299,78.7,75.8,.349,.235,.443,44.6,51.9,9.8,2.3,.406,24.5,29.3,.222
4008,2020,Missouri,.290,6.81,11.84,2060,2216,71.6,91.7,.332,.405,.520,48.6,58.5,7.7,8.8,.479,19.9,25.3,.246
4009,2020,Missouri State,.867,16.50,5.88,2330,1911,73.0,106.0,.351,.260,.535,58.1,53.1,12.1,12.7,.490,16.0,35.7,.268
4010,2020,Monmouth,.290,-12.97,-6.31,1579,1727,66.9,75.8,.275,.356,.411,52.1,54.6,10.5,7.3,.387,21.4,32.3,.155
4011,2020,Montana,.567,0.58,-2.28,2089,1841,68.3,101.1,.318,.245,.502,53.8,59.9,10.8,11.1,.457,14.8,32.9,.242
4012,2020,Montana State,.806,10.06,-2.01,2379,1869,71.2,105.6,.322,.292,.530,55.7,50.9,13.6,7.7,.494,16.2,35.9,.234
4013,2020,Morehead State,.333,-9.02,-2.80,1929,1889,71.7,88.9,.332,.291,.460,53.3,44.2,11.3,16.1,.412,19.5,34.9,.243
4014,2020,Morgan State,.567,-9.36,-10.75,1899,1663,69.2,91.1,.265,.272,.447,50.5,46.5,15.7,7.0,.412,16.4,36.7,.182
4015,2020,Mount St. Mary's,.645,-6.48,-9.01,2076,1906,72.4,92.5,.270,.429,.510,47.8,60.2,13.8,8.8,.479,20.6,28.3,.193
4016,2020,Murray State,.467,-14.82,-3.82,2000,2121,73.5,90.4,.292,.371,.471,50.9,52.4,9.3,8.0,.432,19.6,34.1,.207
4017,2020,Navy,.233,-11.58,-2.96,1579,1759,64.7,81.0,.169,.352,.428,47.2,58.0,14.8,5.7,.408,18.5,28.4,.108
4018,2020,NC State,.875,25.22,10.66,2291,1825,69.7,102.8,.277,.396,.538,56.7,56.7,8.2,8.0,.509,16.9,32.9,.199
4019,2020,Nebraska,.567,15.42,11.32,2088,1965,71.4,96.3,.298,.333,.513,51.3,59.6,9.2,14.2,.477,16.6,29.9,.218
4020,2020,Nevada,.484,-2.15,-1.45,2128,2069,71.6,95.0,.244,.257,.486,50.3,56.4,10.9,5.4,.453,16.8,33.1,.179
4021,2020,Nevada-Las Vegas,.433,-0.68,0.66,1804,1844,70.8,84.2,.272,.253,.440,53.4,48.5,12.3,5.7,.401,19.4,37.4,.191
4022,2020,New Hampshire,.345,-14.27,-6.88,1653,1771,66.6,85.3,.242,.228,.439,46.6,53.1,12.2,6.3,.404,16.9,27.5,.169
4023,2020,New Mexico,.469,1.60,0.09,2397,2258,77.6,95.0,.228,.374,.485,47.1,54.5,13.2,11.0,.453,15.2,28.9,.168
4024,2020,New Mexico State,.400,-9.98,-7.08,1904,1913,70.1,89.8,.217,.238,.471,52.9,45.6,11.3,6.0,.442,18.2,30.7,.154
4025,2020,New Orleans,.586,-8.85,-8.10,1888,1635,70.5,92.0,.350,.277,.467,52.1,49.5,14.6,11.1,.428,20.2,34.0,.233
4026,2020,Niagara,.323,-16.99,-8.38,2007,2274,75.9,84.7,.283,.322,.456,45.6,49.2,12.4,4.1,.423,19.4,30.5,.189
4027,2020,Nicholls State,.448,-12.93,-7.86,1879,1729,69.5,92.8,.402,.199,.490,50.9,56.6,15.9,6.7,.435,22.0,33.5,.296
4030,2020,NJIT,.138,-19.85,-2.75,1592,2088,70.4,78.0,.320,.381,.477,46.4,59.0,7.8,8.4,.437,24.0,21.3,.224
4031,2020,Norfolk State,.633,-4.76,-9.41,1997,1739,73.3,89.4,.320,.229,.471,49.6,49.0,16.4,9.1,.441,18.3,30.6,.203
4032,2020,North Alabama,.700,5.23,-4.91,2342,1810,73.4,105.5,.298,.423,.568,52.2,67.3,11.0,10.5,.538,18.7,26.9,.221
4033,2020,North Carolina,.533,15.27,8.54,2193,1991,73.9,98.1,.306,.306,.492,51.0,53.5,9.5,7.9,.451,13.9,30.7,.226
4034,2020,North Carolina A&T,.655,-3.78,-9.52,1891,1540,75.0,86.2,.359,.309,.457,56.1,59.5,11.6,13.4,.429,22.1,37.2,.213
4035,2020,North Carolina Central,.433,-14.48,-9.95,1967,1958,74.6,86.4,.379,.268,.469,50.1,53.8,12.2,11.6,.427,20.6,29.3,.253
4036,2020,North Dakota,.500,-8.32,-2.50,2089,2051,75.4,92.0,.304,.359,.482,53.4,58.7,8.9,9.5,.442,19.8,33.8,.219
4037,2020,North Dakota State,.367,-6.19,1.06,2043,2057,70.1,95.2,.312,.314,.504,53.3,45.7,7.7,4.8,.464,18.8,29.4,.228
4038,2020,North Florida,.516,-1.04,0.89,1974,1840,68.5,92.5,.296,.337,.488,53.9,49.4,8.8,11.4,.448,18.3,28.1,.218
4039,2020,North Texas,.387,-0.66,-0.41,2033,1799,67.7,95.7,.292,.265,.466,53.7,45.4,12.8,8.1,.442,16.8,35.9,.179
4040,2020,Northeastern,.448,-3.48,0.73,1794,1916,70.7,86.7,.355,.338,.491,48.7,57.7,12.4,6.7,.458,22.8,32.3,.233
4041,2020,Northern Arizona,.516,-2.40,-2.20,2239,2245,76.1,93.4,.284,.313,.508,51.4,59.2,9.0,4.7,.470,17.6,26.5,.213
4042,2020,Northern Colorado,.419,-6.38,-1.64,1904,2051,72.8,84.0,.280,.292,.457,53.7,50.9,9.7,11.3,.419,20.1,33.3,.197
4043,2020,Northern Illinois,.367,-1.74,3.03,2021,2164,77.1,85.9,.250,.373,.478,51.0,49.8,9.4,4.6,.449,19.9,26.2,.171
4044,2020,Northern Iowa,.621,10.71,6.10,2007,1800,70.9,96.9,.300,.439,.517,51.8,53.8,9.1,9.7,.475,18.1,27.9,.231
4045,2020,Northern Kentucky,.625,-0.31,-6.24,2107,1917,71.8,91.7,.304,.358,.486,52.3,51.8,10.6,6.5,.447,17.1,28.5,.218
4046,2020,Northwestern,.867,26.25,12.45,2126,1712,70.4,99.8,.293,.274,.517,50.2,68.7,14.3,9.9,.488,14.2,28.2,.200
4047,2020,Northwestern State,.241,-22.75,-8.63,1676,1711,68.2,84.4,.331,.289,.423,51.1,51.3,15.1,7.1,.378,21.7,36.4,.223
4048,2020,Notre Dame,.419,10.54,14.09,2010,2120,76.4,84.6,.285,.249,.470,44.6,60.6,10.9,8.8,.436,19.5,25.6,.196
4049,2020,Oakland,.367,-11.56,-5.02,1973,2008,72.2,90.7,.251,.301,.476,48.1,57.9,11.1,5.2,.439,17.8,26.9,.188
4052,2020,Ohio,.633,8.93,2.40,2229,2033,75.3,98.3,.307,.413,.506,46.6,46.9,14.5,5.6,.479,14.0,26.9,.201
4053,2020,Ohio State,.636,22.20,16.53,2361,2174,74.1,95.9,.251,.376,.519,51.0,57.0,11.9,11.8,.494,17.6,28.1,.172
4054,2020,Oklahoma,.400,11.67,13.77,2291,2354,80.5,93.7,.308,.349,.525,48.8,55.0,9.8,4.3,.491,20.7,29.2,.222
4055,2020,Oklahoma State,.500,15.55,13.85,1934,1883,74.4,86.7,.250,.217,.446,48.8,59.5,12.2,15.0,.416,14.6,28.0,.165
4056,2020,Old Dominion,.800,9.92,-1.08,1990,1660,68.7,95.4,.319,.337,.483,54.8,46.4,11.4,9.7,.459,15.9,35.8,.193
4057,2020,Omaha,.233,-11.80,0.41,1801,1966,70.4,85.0,.233,.328,.467,52.3,55.3,9.2,9.5,.438,21.6,28.5,.162
4058,2020,Oral Roberts,.484,-1.52,0.93,2168,2045,73.3,95.0,.319,.338,.495,53.3,50.1,10.7,5.8,.450,18.1,29.7,.240
4059,2020,Oregon,.939,42.94,14.87,2837,1911,70.4,122.1,.247,.375,.607,57.6,65.4,12.3,7.1,.583,13.1,37.6,.191
4060,2020,Oregon State,.719,27.02,13.74,2295,1870,68.0,104.6,.270,.358,.553,58.0,62.4,6.4,10.2,.529,17.3,35.2,.190
4061,2020,Pacific,.548,5.87,2.62,2128,1887,71.2,95.7,.318,.298,.491,52.2,51.9,12.8,7.1,.451,17.8,30.8,.229
4062,2020,Penn State,.233,2.18,11.72,1999,2285,77.3,86.2,.305,.283,.479,48.6,45.0,10.6,7.3,.436,21.0,30.3,.224
4063,2020,Pennsylvania,.741,10.31,-1.00,1805,1421,66.8,99.7,.237,.358,.487,51.3,59.0,12.4,12.9,.463,14.2,33.9,.157
4064,2020,Pepperdine,.516,1.10,3.10,2017,1727,65.5,98.6,.259,.266,.448,51.9,52.6,12.2,12.4,.416,12.8,33.2,.175
4065,2020,Pittsburgh,.161,-2.66,10.34,1781,2184,72.5,78.9,.273,.301,.428,49.5,47.9,8.3,9.3,.399,20.5,32.7,.171
4066,2020,Portland,.656,5.64,2.29,2224,1740,66.8,103.2,.271,.296,.527,54.7,61.8,14.8,5.2,.495,20.4,36.0,.199
4067,2020,Portland State,.500,-3.66,-3.02,2243,2159,72.5,96.7,.271,.364,.517,48.3,61.5,10.9,9.5,.476,16.7,24.5,.214
4068,2020,Prairie View,.387,-16.10,-6.35,1783,1819,67.9,84.0,.270,.281,.454,48.8,59.7,13.7,8.7,.422,20.9,28.6,.180
4069,2020,Presbyterian,.400,-14.00,-10.75,1754,1699,65.9,88.4,.313,.370,.481,51.0,51.2,12.9,7.5,.447,21.3,31.3,.212
4070,2020,Princeton,.963,23.53,0.24,1923,1294,69.6,101.9,.270,.312,.501,58.0,59.2,15.3,15.5,.469,14.3,37.9,.192
4071,2020,Providence,.406,1.67,5.17,1913,2025,70.8,84.4,.274,.309,.490,49.0,59.3,8.5,10.8,.458,20.7,21.5,.190
4074,2020,Purdue,.563,14.76,14.51,2058,2050,70.6,91.0,.285,.287,.500,51.1,61.9,9.5,10.2,.467,19.3,31.6,.200
4075,2020,Purdue-Fort Wayne,.172,-19.08,-1.45,1662,1985,67.6,84.8,.227,.379,.452,43.9,45.1,11.0,8.4,.417,19.7,29.1,.167
4076,2020,Quinnipiac,.517,-6.82,-5.96,1931,1956,72.9,91.4,.341,.315,.468,54.3,54.8,10.6,7.2,.428,16.3,35.8,.231
4077,2020,Radford,.586,-7.46,-9.25,1734,1682,69.8,85.7,.338,.308,.466,52.5,56.4,7.9,7.3,.431,19.1,28.5,.221
4078,2020,Rhode Island,.448,-2.52,-2.14,1827,1838,71.1,87.5,.299,.296,.469,55.2,57.6,8.1,7.8,.443,19.3,32.0,.187
4079,2020,Rice,.724,9.29,-0.11,1928,1627,67.7,97.4,.365,.313,.541,55.8,59.0,9.5,11.8,.497,21.0,34.0,.275
4080,2020,Richmond,.469,-2.31,-0.21,1958,2025,70.2,86.2,.289,.375,.485,49.3,59.7,11.5,7.8,.453,21.1,28.7,.197
4081,2020,Rider,.867,0.28,-9.29,2044,1757,73.2,92.3,.246,.284,.504,53.1,54.6,11.5,10.6,.471,18.5,29.8,.183
4082,2020,Robert Morris,.767,2.22,-9.44,1948,1547,70.3,91.2,.276,.314,.466,53.8,53.0,15.0,8.8,.434,17.5,34.4,.186
4083,2020,Rutgers,.710,19.73,10.02,2060,1759,68.0,96.5,.292,.258,.495,53.4,52.1,13.8,13.2,.461,16.7,35.9,.203
4084,2020,Sacramento State,.267,-14.14,-2.39,2108,2257,76.0,90.9,.258,.425,.447,46.0,51.5,12.2,6.3,.416,15.3,30.2,.172
4085,2020,Sacred Heart,.433,-15.06,-9.79,1777,1853,69.5,84.8,.312,.401,.463,46.4,50.2,9.1,11.8,.422,18.9,24.6,.219
4086,2020,Saint Francis (PA),.367,-17.48,-7.42,1687,1989,66.7,83.3,.222,.381,.483,51.4,55.4,6.4,6.5,.453,22.0,26.7,.163
4087,2020,Saint Joseph's,.310,-2.13,1.32,1528,1628,65.7,80.3,.230,.281,.436,50.3,57.3,9.6,8.0,.406,19.7,31.2,.154
4088,2020,Saint Louis,.594,6.01,2.92,1937,1838,67.2,89.8,.305,.293,.472,54.2,57.7,7.8,11.9,.434,18.4,34.3,.214
4089,2020,Saint Mary's (CA),.387,0.94,4.41,2129,2081,69.7,96.9,.207,.425,.531,52.9,55.1,6.7,5.4,.505,20.0,27.5,.156
4090,2020,Saint Peter's,.300,-17.23,-11.73,2065,2230,77.5,88.4,.255,.353,.488,41.1,50.9,10.9,5.2,.446,18.0,22.7,.202
4091,2020,Sam Houston State,.655,-4.68,-8.29,2194,1734,75.8,99.9,.371,.280,.513,54.3,52.7,15.6,8.4,.474,20.3,33.8,.259
4092,2020,Samford,.563,-1.72,-4.75,2117,1942,68.3,96.4,.245,.356,.504,50.4,59.5,9.7,5.8,.477,17.3,29.0,.173
4093,2020,San Diego,.645,4.75,2.96,1973,1898,68.0,93.2,.291,.270,.501,50.1,52.0,7.2,7.1,.465,17.1,21.9,.211
4096,2020,San Diego State,.452,-4.10,-1.77,1140,,,,.309,.269,.493,,61.3,,,.454,17.0,,.222
4097,2020,San Francisco,.387,-0.55,4.27,1998,2033,68.4,93.5,.280,.273,.475,54.7,45.1,9.1,4.8,.438,18.2,36.8,.201
4098,2020,San Jose State,.613,0.42,-1.28,2316,2055,75.9,97.6,.266,.333,.513,47.5,63.3,13.8,8.5,.476,16.9,24.4,.203
4099,2020,Santa Clara,.387,2.09,4.34,2121,1963,67.7,99.1,.240,.351,.498,51.7,58.2,9.0,8.4,.467,15.4,28.3,.176
4100,2020,Seattle,.448,-8.34,-6.61,2008,1798,71.3,95.5,.320,.328,.472,49.0,52.3,11.9,5.5,.435,15.8,29.4,.216
4101,2020,Seton Hall,.613,15.13,7.36,2227,1986,72.9,98.5,.251,.359,.510,51.3,58.9,12.7,7.4,.482,16.6,32.8,.178
4102,2020,Siena,.355,-17.46,-8.65,1744,2017,72.4,77.4,.269,.311,.445,45.8,49.6,12.1,9.9,.415,21.6,24.9,.173
